age,income,loan_amount,loan_term,interest_rate,credit_score,employment_years,num_prev_loans,missed_payments,debt_to_income,loan_purpose,default
53,95612,5455,36,9.74,583,1,4,1,0.0571,personal,0
53,67837,14463,24,6.59,656,19,3,2,0.2132,education,0
61,53576,7396,12,8.58,346,0,4,2,0.138,education,1
33,69129,10144,24,9.06,436,14,0,0,0.1467,business,1
50,75092,9383,24,20.6,429,6,0,4,0.125,medical,1
53,74901,19474,48,6.33,494,23,5,4,0.26,education,1
33,71590,7671,48,12.27,663,25,3,4,0.1072,business,0
46,50274,22353,60,14.05,731,17,3,1,0.4446,business,0
42,45975,16513,12,20.28,368,9,1,2,0.3592,personal,1
59,37680,22925,48,21.96,757,14,0,0,0.6084,business,0
22,64044,15987,48,17.81,839,4,3,1,0.2496,home_improvement,0
58,52139,10673,60,21.5,634,26,0,3,0.2047,education,0
59,47467,6495,36,18.38,825,23,7,3,0.1368,home_improvement,0
46,46528,9867,60,21.37,315,10,1,3,0.2121,business,1
35,81103,20923,24,17.02,755,7,2,2,0.258,business,0
54,72148,11712,24,6.36,809,20,0,3,0.1623,home_improvement,0
62,87947,15965,48,11.83,508,7,7,4,0.1815,personal,1
64,64522,13241,48,15.99,457,29,7,3,0.2052,business,1
60,56025,13497,60,10.96,636,5,7,1,0.2409,home_improvement,0
31,54542,13728,60,9.65,540,14,1,3,0.2517,home_improvement,1
23,36634,14972,12,14.82,357,14,1,4,0.4087,education,1
26,32294,7115,24,20.87,604,4,6,3,0.2203,personal,0
29,64132,10350,60,5.59,644,12,1,0,0.1614,medical,0
26,38175,13855,36,18.08,313,13,4,4,0.3629,home_improvement,1
29,58806,12980,12,17.29,658,10,5,2,0.2207,education,0
59,75078,9232,60,21.39,676,19,3,3,0.123,medical,0
51,43021,14499,48,20.82,542,20,0,1,0.337,education,1
52,91188,7373,60,17.96,444,11,5,3,0.0809,education,1
61,37167,4661,48,13.85,714,19,4,1,0.1254,personal,0
32,72823,13769,48,8.47,693,0,0,0,0.1891,business,0
28,62645,4809,24,14.27,657,2,5,2,0.0768,personal,0
28,76493,13680,24,18.01,457,7,4,4,0.1788,medical,1
48,34908,1000,60,20.23,317,22,7,4,0.0286,personal,1
40,96526,7650,60,18.43,646,11,3,2,0.0793,business,0
27,51782,10034,36,8.32,357,14,1,0,0.1938,personal,0
31,67179,2360,12,15.19,454,22,5,0,0.0351,personal,0
40,81000,9763,12,10.65,786,26,7,3,0.1205,personal,0
36,44116,19110,60,5.16,830,2,5,0,0.4332,home_improvement,0
24,69863,4378,24,8.4,786,24,7,3,0.0627,home_improvement,0
26,41113,9927,36,6.92,450,21,0,1,0.2415,personal,0
42,80145,22215,12,19.33,658,7,1,2,0.2772,business,0
46,41316,5628,60,9.39,667,23,6,1,0.1362,business,0
23,55693,20383,24,9.84,346,18,3,1,0.366,business,0
61,60510,10325,24,21.32,506,19,7,1,0.1706,business,1
62,69117,12611,24,11.44,749,29,0,1,0.1825,education,0
34,90432,19748,48,5.16,782,5,2,4,0.2184,personal,0
31,46864,9089,24,9.83,442,17,2,0,0.1939,personal,0
38,75497,15786,60,7.03,699,27,2,2,0.2091,education,0
32,90464,17307,36,6.75,396,27,3,2,0.1913,business,1
43,57983,8095,60,6.32,346,10,7,1,0.1396,medical,1
32,45097,7431,24,15.09,490,11,2,2,0.1648,medical,1
33,23859,10628,36,8.22,439,22,5,3,0.4455,education,1
45,88898,10816,12,11.14,530,1,6,2,0.1217,medical,1
39,50600,5526,12,19.65,639,26,0,1,0.1092,home_improvement,0
56,36975,8150,60,12.21,790,4,6,2,0.2204,personal,0
28,30550,1000,36,20.57,348,27,6,0,0.0327,medical,1
49,36942,9994,60,13.46,752,3,6,1,0.2705,home_improvement,0
52,71554,17366,36,11.78,615,8,5,4,0.2427,personal,0
64,74041,1999,36,17.76,621,12,2,0,0.027,home_improvement,0
38,66738,9221,60,6.24,386,12,6,2,0.1382,personal,1
26,57382,26653,36,6.52,773,14,7,4,0.4645,personal,1
38,32580,11864,24,16.08,581,1,6,0,0.3641,medical,0
39,41861,20140,36,13.28,373,22,0,3,0.4811,education,1
42,35080,5928,36,18.44,752,12,7,0,0.169,medical,0
57,65310,14692,60,20.58,346,6,5,4,0.225,business,1
52,35860,4906,12,11.6,395,22,3,3,0.1368,home_improvement,1
61,42143,14406,48,15.14,330,16,1,2,0.3418,business,1
23,51697,17053,36,13.51,833,7,5,1,0.3299,personal,0
48,24943,15629,48,21.69,316,17,4,2,0.6266,medical,1
30,55841,9930,36,19.13,511,14,2,1,0.1778,business,1
55,53071,13649,60,20.5,534,14,4,1,0.2572,business,1
49,76315,13706,60,9.32,691,4,7,4,0.1796,business,0
35,40242,15995,36,18.13,653,1,1,3,0.3975,personal,1
53,31614,11257,60,9.51,604,15,3,3,0.3561,personal,0
27,48266,17586,60,8.55,849,28,5,0,0.3644,personal,0
32,35234,20607,36,21.05,839,4,3,2,0.5849,business,1
50,55704,10092,12,5.33,808,22,1,4,0.1812,home_improvement,0
41,21521,12278,36,21.41,694,5,4,2,0.5705,medical,1
51,44103,6571,12,7.54,730,28,5,0,0.149,medical,0
44,38289,14041,60,18.93,476,11,2,0,0.3667,personal,1
40,65219,14079,12,9.69,705,4,0,4,0.2159,business,0
57,40409,12347,60,10.96,600,19,6,0,0.3056,home_improvement,0
24,23750,12800,12,8.68,744,7,3,4,0.5389,education,0
48,51367,23530,12,14.95,426,10,7,0,0.4581,personal,1
64,60757,1000,36,10.92,648,13,1,3,0.0165,education,0
40,50118,9020,12,16.18,320,23,5,4,0.18,medical,1
44,43996,9937,60,5.27,719,16,7,3,0.2259,medical,0
52,42911,20741,36,6.09,451,9,4,3,0.4833,home_improvement,1
61,57033,14851,12,6.69,459,1,2,4,0.2604,home_improvement,1
56,38989,14998,36,12.12,779,2,7,2,0.3847,education,0
54,49087,19559,48,18.85,742,12,4,1,0.3985,medical,0
56,68508,10920,36,20.1,395,16,2,0,0.1594,home_improvement,1
22,31576,15913,48,9.16,651,26,5,0,0.504,home_improvement,0
35,54213,8815,48,14.76,374,2,0,2,0.1626,medical,1
54,22798,5680,36,18.06,658,9,0,1,0.2491,medical,0
56,59102,22765,60,9.91,432,27,7,2,0.3852,business,1
26,37381,14214,60,11.95,699,7,6,1,0.3802,home_improvement,0
59,73352,15867,60,13.91,438,3,7,4,0.2163,education,1
62,28414,5518,24,7.29,545,12,1,4,0.1942,personal,1
32,62957,15062,48,5.44,590,28,1,3,0.2392,personal,0
23,76980,22669,36,7.6,411,6,2,3,0.2945,medical,1
38,36447,10335,60,15.66,469,6,2,4,0.2836,education,1
60,39486,4465,60,6.25,539,15,2,3,0.1131,business,1
41,38004,13103,36,8.22,636,26,7,4,0.3448,home_improvement,0
35,46254,5784,48,10.74,437,4,2,2,0.125,business,1
53,64313,2653,36,6.32,535,27,6,0,0.0413,education,1
55,44784,7591,24,8.26,302,16,7,4,0.1695,business,1
46,34822,9044,24,20.49,415,9,5,4,0.2597,medical,1
28,18662,6076,36,5.33,771,3,5,4,0.3256,personal,0
56,83835,19958,48,16.11,430,22,0,3,0.2381,medical,1
50,85248,23337,60,11.53,782,13,1,3,0.2738,home_improvement,0
43,65084,15708,24,16.44,700,4,6,3,0.2413,medical,0
62,40413,14305,24,15.01,500,1,1,3,0.354,education,1
64,68458,11147,48,8.8,591,13,3,2,0.1628,education,0
34,72076,6622,24,19.4,641,23,1,4,0.0919,home_improvement,0
34,50423,21617,24,13.36,515,17,1,2,0.4287,home_improvement,1
22,55744,11622,48,18.98,665,26,4,3,0.2085,personal,0
57,77171,9224,36,11.9,768,23,4,2,0.1195,business,0
25,25471,18088,60,21.74,717,28,6,4,0.7101,personal,1
58,72971,11558,60,18.1,326,10,3,4,0.1584,medical,1
61,49435,17863,24,21.42,754,15,2,3,0.3613,business,0
34,34973,9541,60,13.74,313,17,3,4,0.2728,home_improvement,1
59,36454,18105,36,13.05,397,26,3,2,0.4967,education,1
45,39435,17878,24,17.84,578,15,0,1,0.4534,medical,1
40,33218,19948,60,19.96,789,20,5,4,0.6005,personal,1
22,86885,7743,12,21.39,506,3,1,2,0.0891,home_improvement,1
59,63841,11501,12,10.52,532,0,0,2,0.1802,business,1
26,74160,23686,12,18.58,538,13,6,2,0.3194,business,1
37,65122,10521,12,8.58,549,11,5,4,0.1616,education,1
45,56102,16866,12,14.27,605,23,6,1,0.3006,home_improvement,0
48,56345,25743,24,8.06,762,9,1,3,0.4569,home_improvement,1
22,47844,1000,48,10.91,535,27,6,3,0.0209,medical,1
55,49315,10322,48,20.83,590,18,3,4,0.2093,medical,0
57,29654,12011,24,7.48,338,28,7,4,0.405,business,1
25,74472,1206,24,15.75,482,3,1,0,0.0162,personal,0
21,22361,9264,36,15.08,329,19,2,1,0.4143,business,1
60,35945,6171,48,7.05,687,20,2,2,0.1717,medical,0
32,91216,17146,12,10.54,442,2,3,2,0.188,medical,1
56,57451,1604,24,14.57,718,24,6,3,0.0279,medical,0
43,58198,23335,12,8.18,373,3,4,4,0.401,business,1
51,66472,16139,48,18.61,354,29,2,1,0.2428,home_improvement,1
31,27273,5677,60,21.53,323,25,3,3,0.2082,personal,1
30,29911,18158,60,8.65,321,14,0,1,0.6071,personal,1
23,46991,15581,24,8.18,727,10,4,4,0.3316,medical,0
34,38739,11767,36,12.73,331,15,2,2,0.3038,education,1
36,53650,7671,12,17.71,638,26,7,0,0.143,business,0
30,63739,15285,24,9.79,814,3,3,1,0.2398,home_improvement,0
49,80004,12737,36,5.34,811,5,3,2,0.1592,medical,0
30,69599,7864,12,14.2,369,7,0,1,0.113,education,0
32,37103,3940,48,21.26,387,12,7,1,0.1062,medical,1
50,48250,6896,60,11.65,518,22,0,1,0.1429,education,0
61,43354,8980,36,12.14,569,19,4,4,0.2071,personal,1
21,36701,18974,12,21.47,377,3,5,3,0.517,education,1
25,32604,17164,24,16.81,309,4,2,1,0.5264,personal,1
40,84957,9299,12,17.23,767,9,3,4,0.1095,personal,0
28,55191,9532,24,14.57,635,4,4,0,0.1727,business,0
63,50963,17948,60,21.57,485,11,6,3,0.3522,education,1
32,63716,13604,60,16.71,845,0,4,4,0.2135,home_improvement,0
21,64607,13520,12,20.22,420,28,6,0,0.2093,home_improvement,1
40,75138,7779,12,16.89,573,23,0,3,0.1035,education,1
48,41614,11259,24,17.5,709,9,3,4,0.2706,business,0
63,62248,12025,24,9.94,657,28,1,0,0.1932,home_improvement,0
57,38598,11452,36,10.16,397,4,5,4,0.2967,medical,1
57,51577,16404,36,18.31,540,18,5,0,0.318,home_improvement,1
32,56021,16592,36,10.04,413,18,0,1,0.2962,business,0
57,57780,6486,12,14.57,786,19,6,1,0.1123,personal,0
64,56985,8998,36,9.24,540,11,3,3,0.1579,personal,1
48,69432,7875,12,18.89,455,22,7,0,0.1134,personal,1
35,44254,20331,60,6.88,651,15,4,1,0.4594,business,0
26,58270,25520,48,19.1,343,4,5,3,0.438,personal,1
64,41339,9218,60,15.25,611,16,4,2,0.223,personal,0
40,107573,10997,12,8.18,437,13,2,1,0.1022,business,1
34,38568,17053,12,14.21,735,11,1,1,0.4422,medical,0
22,42388,7756,48,9.8,442,12,0,4,0.183,home_improvement,1
29,70887,17189,24,10.5,598,20,6,2,0.2425,business,0
57,47269,11874,24,10.98,561,13,5,0,0.2512,business,0
40,70894,1537,24,6.08,811,4,7,3,0.0217,education,0
46,57754,4197,36,21.76,361,21,2,2,0.0727,personal,1
49,47742,9972,24,5.54,722,29,7,0,0.2089,medical,0
21,41450,19337,36,16.26,695,22,2,1,0.4665,education,0
55,40800,6644,36,11.31,330,4,1,3,0.1628,medical,1
26,47938,8795,24,15.98,629,28,0,3,0.1835,personal,0
57,51860,13266,24,11.06,468,26,0,2,0.2558,personal,1
25,40026,1987,48,16.45,565,29,4,4,0.0496,personal,1
53,53033,13791,48,17.4,607,17,0,0,0.26,home_improvement,0
34,35305,2737,36,16.74,758,13,2,2,0.0775,medical,0
32,68606,15403,48,6.94,484,17,4,4,0.2245,medical,1
62,72052,7147,36,16.17,633,28,0,4,0.0992,education,0
40,42322,6347,12,9.76,814,19,6,4,0.15,business,0
44,41316,13636,36,5.49,740,0,6,3,0.33,personal,0
63,58202,16763,36,12.05,690,6,1,0,0.288,personal,0
54,77776,14257,48,12.37,553,28,2,0,0.1833,education,0
45,81759,13245,12,12.94,634,16,3,2,0.162,medical,0
49,29750,13330,60,16.98,699,2,1,1,0.4481,home_improvement,0
59,73113,14293,60,10.25,465,9,1,2,0.1955,medical,1
51,53892,14688,60,10.36,559,6,0,0,0.2725,home_improvement,1
63,54240,9634,12,6.03,303,26,4,3,0.1776,home_improvement,1
43,64084,15927,24,16.68,418,27,7,2,0.2485,medical,1
64,46342,7210,12,14.65,769,11,4,1,0.1556,personal,0
58,74740,18548,48,10.94,769,21,6,2,0.2482,home_improvement,0
40,80631,16694,36,16.99,792,14,2,4,0.207,education,0
43,81303,25085,36,14.14,799,22,0,1,0.3085,education,0
36,21809,15083,48,12.98,369,20,4,4,0.6916,home_improvement,1
62,50866,17454,48,13.69,669,15,6,3,0.3431,personal,0
28,20165,2636,36,15.82,480,7,5,0,0.1307,home_improvement,1
41,41224,17650,24,16.22,304,5,7,2,0.4281,education,1
21,15000,19058,24,9.91,496,27,3,2,1.2705,education,1
28,63104,21028,24,7.39,346,3,5,4,0.3332,medical,1
49,58947,12722,48,7.66,439,29,7,4,0.2158,personal,1
52,47213,9948,36,15.87,839,10,0,0,0.2107,medical,0
58,40759,5462,36,19.84,726,16,0,2,0.134,business,0
25,60652,6011,36,11.96,609,1,4,0,0.0991,home_improvement,0
42,36794,11846,12,7.88,573,27,7,4,0.322,medical,1
54,35569,1491,12,17.86,838,5,1,4,0.0419,personal,0
21,33356,7390,60,19.15,689,3,0,1,0.2215,home_improvement,0
46,51330,12537,12,19.97,758,2,1,4,0.2442,home_improvement,0
63,44518,12403,24,15.32,660,6,2,4,0.2786,home_improvement,0
30,48083,6183,24,19.63,368,6,6,0,0.1286,home_improvement,1
50,64392,4596,24,5.26,730,15,2,1,0.0714,home_improvement,0
38,72339,5492,24,6.82,331,1,7,1,0.0759,personal,1
37,81108,10674,60,6.57,812,7,7,2,0.1316,business,0
46,56082,24778,24,17.11,481,14,4,3,0.4418,education,1
28,61256,18362,48,6.18,547,26,2,2,0.2998,business,1
60,58399,13285,48,13.44,596,15,5,2,0.2275,education,0
32,24864,15323,48,13.04,329,0,7,2,0.6163,medical,1
47,48345,18095,12,10.28,601,26,5,1,0.3743,home_improvement,0
28,48428,16053,36,19.8,775,9,5,0,0.3315,medical,0
45,45805,10150,60,7.9,651,6,4,4,0.2216,medical,0
24,54263,6926,48,10.99,781,15,4,1,0.1276,education,0
53,51049,11248,48,18.16,616,9,5,4,0.2203,personal,0
21,37246,18025,24,5.52,696,11,1,4,0.4839,home_improvement,0
39,52281,10377,48,16.44,388,16,5,3,0.1985,medical,1
51,43497,5371,24,18.88,533,12,1,2,0.1235,business,1
36,15000,1659,24,20.85,467,11,2,3,0.1106,home_improvement,1
34,29852,11273,36,19.9,425,14,1,2,0.3776,personal,1
25,56600,5846,12,10.43,419,13,7,1,0.1033,home_improvement,0
61,74654,9380,24,14.97,727,18,0,4,0.1256,medical,0
46,15000,20737,24,6.31,489,18,3,3,1.3825,business,1
48,39332,11676,36,9.38,727,25,0,1,0.2969,medical,0
22,62766,7497,24,6.6,501,13,0,1,0.1194,personal,0
26,70807,13852,60,10.36,358,17,4,2,0.1956,education,1
29,47437,23525,12,19.88,522,29,3,4,0.4959,business,1
53,42709,11275,60,10.9,791,25,4,2,0.264,personal,0
61,76954,1000,48,14.55,310,28,1,2,0.013,personal,1
45,69329,15900,12,12.37,811,4,5,1,0.2293,medical,0
33,70455,14078,48,12.8,609,19,6,2,0.1998,medical,0
29,46574,12540,24,21.48,333,28,6,0,0.2692,medical,1
33,75046,10684,36,10.03,639,5,6,4,0.1424,education,0
51,19988,7156,60,15.66,780,17,1,2,0.358,home_improvement,0
61,75362,21089,48,12.14,392,13,3,2,0.2798,home_improvement,1
31,53802,1000,24,6.04,432,3,2,3,0.0186,medical,1
24,57320,10146,60,13.32,718,27,1,4,0.177,medical,0
54,37985,10005,60,18.83,767,22,0,4,0.2634,education,0
58,22347,17120,48,6.68,743,0,3,2,0.7661,home_improvement,1
24,56938,19413,24,6.18,329,12,3,0,0.3409,education,0
58,64925,10639,36,7.61,597,10,1,3,0.1639,personal,0
39,67648,13157,48,17.99,360,2,1,0,0.1945,home_improvement,1
26,65706,13667,60,17.31,757,16,4,2,0.208,medical,0
54,61626,18319,60,14.61,603,17,4,4,0.2973,business,0
38,38371,18196,12,12.96,639,24,0,4,0.4742,personal,0
33,68814,8769,24,20.1,747,9,7,0,0.1274,business,0
61,36358,14627,12,18.03,601,15,3,1,0.4023,education,0
43,74927,14299,36,18.8,839,20,6,2,0.1908,education,0
39,53488,11304,48,18.83,784,12,2,4,0.2113,education,0
31,54087,14242,60,15.93,376,19,2,1,0.2633,medical,0
21,70586,12121,24,12.79,814,11,3,4,0.1717,education,0
44,73026,12947,60,19.7,848,3,0,4,0.1773,business,0
27,68871,3863,12,20.74,391,7,6,1,0.0561,personal,1
45,40231,6492,12,5.4,765,11,4,0,0.1614,medical,0
41,68728,16906,48,5.88,765,18,4,2,0.246,personal,0
35,40333,4736,24,21.3,339,14,4,1,0.1174,education,1
21,69182,14820,24,9.71,628,27,2,1,0.2142,home_improvement,0
32,29347,11511,48,19.85,584,15,2,4,0.3922,medical,0
27,53313,18183,12,11.61,365,11,0,1,0.3411,education,1
35,40223,15892,12,7.02,408,19,2,2,0.3951,medical,1
41,70658,9280,12,6.37,714,17,1,0,0.1313,home_improvement,0
39,75073,10660,60,7.66,391,21,2,0,0.142,business,0
49,58581,1000,36,9.25,667,11,4,0,0.0171,business,0
45,57989,11217,12,13.3,722,15,0,2,0.1934,business,0
53,67675,4379,36,16.93,539,24,3,4,0.0647,home_improvement,1
52,75180,10687,36,21.77,734,27,3,2,0.1422,personal,0
55,55671,8172,24,12.51,511,19,0,1,0.1468,home_improvement,1
64,46005,6740,48,13.81,699,10,1,3,0.1465,home_improvement,0
58,66650,19126,60,13.87,825,21,3,3,0.287,education,0
46,21542,4342,36,14.17,767,19,4,3,0.2016,business,0
31,71373,6221,60,13.8,469,13,3,0,0.0872,medical,0
55,42216,7810,24,5.15,509,1,3,2,0.185,personal,1
28,50675,9113,12,5.03,555,12,4,2,0.1798,medical,1
34,71488,6739,36,6.66,372,13,2,0,0.0943,education,1
30,47520,9845,48,6.73,446,5,1,1,0.2072,education,0
22,66653,13812,24,16.98,639,11,6,3,0.2072,personal,0
29,75500,16019,60,8.48,616,6,4,3,0.2122,medical,0
23,56980,15727,12,20.21,453,3,4,0,0.276,personal,1
41,60606,1000,60,20.79,554,27,5,3,0.0165,personal,1
46,52850,14281,48,21.59,650,26,0,4,0.2702,business,0
28,57080,14651,36,20.96,846,6,7,2,0.2567,medical,0
22,34904,8025,48,9.62,611,12,1,3,0.2299,business,0
26,49712,22006,60,13.67,433,10,2,3,0.4427,business,1
48,31812,18525,60,7.98,428,7,5,4,0.5823,business,1
49,38822,10901,48,18.71,735,26,6,1,0.2808,home_improvement,0
46,18946,8424,48,20.1,579,18,4,1,0.4446,education,1
45,59750,21908,48,19.47,657,1,6,4,0.3667,education,0
32,85448,11885,12,12.37,551,20,6,1,0.1391,home_improvement,0
25,46790,12510,60,17.9,434,17,6,0,0.2674,personal,1
54,72372,12434,24,6.66,822,25,5,4,0.1718,medical,0
57,75262,25818,12,5.68,618,20,7,2,0.343,medical,0
35,33415,10700,12,17.81,379,9,2,2,0.3202,medical,1
64,37291,11858,12,12.23,490,28,5,2,0.318,business,1
56,72834,7013,24,21.92,752,5,5,3,0.0963,medical,0
35,53337,9663,48,6.65,643,23,7,4,0.1812,medical,0
63,31765,5811,60,19.55,329,21,5,4,0.1829,medical,1
43,43536,7135,36,13.16,713,3,4,1,0.1639,education,0
26,62553,1140,36,19.06,667,18,4,4,0.0182,home_improvement,0
64,40709,17289,60,18.89,801,13,0,4,0.4247,personal,1
63,15000,12940,24,20.57,320,13,3,1,0.8627,home_improvement,1
41,49203,13434,36,10.06,848,17,1,4,0.273,medical,0
43,50662,11685,12,21.15,545,28,0,4,0.2306,personal,1
63,55166,12430,36,7.58,582,16,2,0,0.2253,personal,0
36,77659,21714,60,6.39,531,17,5,1,0.2796,home_improvement,0
35,55963,7387,12,12.34,615,17,4,0,0.132,home_improvement,0
45,59372,13670,36,19.08,635,4,5,3,0.2302,home_improvement,0
56,73999,13637,60,13.05,710,8,4,1,0.1843,home_improvement,0
31,55186,18851,24,19.1,544,0,6,4,0.3416,business,1
35,93457,14631,60,17.4,686,3,1,4,0.1566,education,0
24,32253,14933,24,8.56,657,25,0,0,0.463,education,0
41,38185,4450,12,21.13,321,6,0,0,0.1165,medical,1
33,66051,7146,60,6.03,318,10,2,3,0.1082,business,1
42,77577,4998,48,20.27,586,13,6,3,0.0644,personal,0
39,51385,1000,48,10.18,575,9,0,4,0.0195,home_improvement,1
54,36808,14383,48,13.5,371,18,0,2,0.3908,medical,1
34,86697,10430,48,12.18,664,7,3,3,0.1203,personal,0
24,40737,14394,48,7.92,634,2,7,4,0.3533,education,0
47,61102,12212,24,11.09,498,7,1,3,0.1999,personal,1
49,78654,13442,60,8.28,316,28,5,1,0.1709,home_improvement,0
48,47051,20028,12,8.47,517,17,7,0,0.4257,home_improvement,1
55,43801,12043,48,8.18,446,4,0,4,0.2749,education,1
28,45033,16013,48,13.31,509,19,2,3,0.3556,home_improvement,1
36,71227,10186,12,18.56,713,10,5,0,0.143,business,0
62,74082,16948,12,14.67,629,8,4,2,0.2288,medical,0
56,55607,4562,48,20.18,651,18,6,3,0.082,education,0
50,88895,1000,24,15.82,462,11,6,4,0.0112,education,1
38,55575,24639,12,16.72,400,26,0,1,0.4433,personal,1
22,78261,23017,60,16.35,626,4,0,0,0.2941,education,0
33,47223,1000,60,12.64,626,15,5,0,0.0212,medical,0
24,97007,11783,24,16.72,454,25,7,1,0.1215,business,1
46,83262,12899,36,6.19,309,24,4,4,0.1549,personal,1
45,52696,16337,24,19.62,652,12,3,2,0.31,medical,0
50,80821,22435,48,18.22,482,5,1,1,0.2776,education,1
31,79911,5631,36,9.17,754,15,3,2,0.0705,home_improvement,0
27,82954,5953,48,18.06,305,17,7,4,0.0718,home_improvement,1
51,15000,11992,60,5.21,632,16,2,3,0.7995,medical,1
64,67948,6218,12,8.69,632,11,5,3,0.0915,business,0
30,64761,1000,48,6.11,557,26,0,4,0.0154,home_improvement,1
59,63479,10636,60,18.26,510,0,3,2,0.1676,medical,1
33,58930,17145,24,17.85,350,6,1,1,0.2909,personal,1
51,59460,11877,48,18.83,744,13,2,4,0.1997,education,0
27,78096,15744,60,5.08,676,27,6,4,0.2016,business,0
62,64710,14886,12,13.52,785,17,7,3,0.23,business,0
62,58904,5838,48,16.98,350,22,3,1,0.0991,personal,0
56,75508,12408,60,7.64,453,0,0,3,0.1643,business,1
40,62524,2849,48,16.05,609,19,1,2,0.0456,medical,0
24,64244,8928,12,6.43,698,9,0,2,0.139,business,0
27,88606,12302,48,8.08,433,14,0,0,0.1388,business,0
21,47179,11993,48,13.09,519,28,2,4,0.2542,business,1
64,27717,4254,60,16.11,462,10,1,1,0.1535,medical,1
62,56302,5466,36,7.48,801,3,4,1,0.0971,education,0
33,58861,13745,48,8.15,414,14,6,3,0.2335,home_improvement,1
42,67987,16964,36,8.48,798,20,7,3,0.2495,business,0
41,56931,10758,24,9.06,771,29,0,1,0.189,personal,0
42,68592,10457,48,8.85,448,15,7,3,0.1525,personal,1
48,100083,17587,36,11.72,540,29,1,0,0.1757,medical,0
29,69427,7367,24,16.11,422,25,0,4,0.1061,education,1
46,72591,22362,60,12.45,368,14,3,0,0.3081,business,1
29,52668,3928,48,18.19,362,16,3,2,0.0746,medical,1
35,30065,18290,60,17.23,315,22,1,1,0.6083,home_improvement,1
30,15000,15235,24,7.15,689,10,6,0,1.0157,education,0
44,45663,26460,60,5.83,557,17,2,0,0.5795,education,1
62,15000,5272,60,19.93,516,27,4,3,0.3515,medical,1
28,64243,1000,12,6.36,778,15,3,3,0.0156,personal,0
44,48109,19496,24,7.52,413,26,2,3,0.4052,education,1
36,31359,3171,60,5.38,679,14,4,2,0.1011,personal,0
46,57355,15694,36,15.68,536,28,3,0,0.2736,education,1
47,41704,19092,24,14.9,775,10,4,4,0.4578,education,1
57,63113,14278,12,21.78,428,12,5,3,0.2262,education,1
24,67737,13393,48,20.08,809,17,0,2,0.1977,home_improvement,0
44,42366,14405,60,11.98,464,7,1,2,0.34,personal,1
39,50728,17024,36,11.32,576,8,3,3,0.3356,home_improvement,1
56,58868,15522,12,10.05,556,21,3,1,0.2637,personal,0
59,29673,4700,24,7.59,431,10,7,0,0.1584,home_improvement,1
30,58866,22949,60,7.35,556,16,0,3,0.3899,home_improvement,1
45,29241,12306,12,7.25,440,0,3,4,0.4208,home_improvement,1
38,65182,15110,12,6.94,508,29,3,0,0.2318,medical,0
39,47167,16265,36,9.09,818,10,5,2,0.3448,home_improvement,0
56,29142,18935,48,10.21,350,6,3,4,0.6497,education,1
30,44560,18312,48,21.35,802,7,3,0,0.411,business,0
53,45321,12790,48,14.83,558,18,3,4,0.2822,home_improvement,1
25,74233,12404,24,21.79,477,24,2,2,0.1671,business,1
55,58119,14451,12,11.33,842,3,3,3,0.2486,business,0
64,37787,18600,24,12.78,655,3,0,4,0.4922,education,0
54,84683,5324,12,10.52,617,18,5,3,0.0629,business,0
53,66276,15864,36,8.11,663,23,3,2,0.2394,business,0
41,48946,6682,36,7.43,354,8,4,2,0.1365,business,1
37,27030,23107,24,21.07,455,16,5,4,0.8549,personal,1
42,47357,14203,24,21.78,343,17,5,4,0.2999,home_improvement,1
57,51030,9503,36,5.76,841,0,4,2,0.1862,home_improvement,0
35,61642,14572,60,7.56,621,13,0,4,0.2364,business,0
55,65930,12055,48,12.2,313,3,2,4,0.1828,education,1
48,69518,11038,48,8.17,656,9,6,4,0.1588,personal,0
27,25993,1144,36,11.19,782,22,7,4,0.044,education,0
52,58753,5854,48,7.19,658,13,6,0,0.0996,education,0
31,52126,11157,60,12.76,617,6,0,2,0.214,business,0
30,103203,1869,60,9.62,374,11,2,2,0.0181,medical,1
29,56164,8476,12,10.98,493,21,1,1,0.1509,business,1
34,43792,9000,24,6.6,662,28,4,3,0.2055,medical,0
33,56986,7323,48,12.28,395,26,7,1,0.1285,personal,1
45,54845,16634,60,21.72,339,15,5,4,0.3033,medical,1
22,19197,6718,24,10.59,696,4,5,4,0.35,business,0
55,62349,12530,24,19.9,406,10,5,0,0.201,business,1
27,49409,9881,12,19.33,316,3,4,0,0.2,education,1
41,54519,11287,24,21.18,826,27,4,0,0.207,business,0
38,39275,21638,24,18.43,798,12,7,0,0.5509,business,0
23,35309,13078,36,16.21,824,29,6,0,0.3704,home_improvement,0
62,70819,14238,12,19.56,342,7,6,0,0.201,home_improvement,1
59,74952,7407,12,6.29,649,6,6,0,0.0988,education,0
61,62525,15756,48,12.87,329,10,2,0,0.252,medical,0
31,22405,15503,24,21.82,740,10,5,0,0.6919,medical,0
59,63695,14925,48,18.08,841,25,0,2,0.2343,home_improvement,0
44,22673,4744,60,21.36,754,16,2,0,0.2092,personal,0
39,43098,8488,24,18.25,393,21,5,3,0.1969,home_improvement,1
24,70580,20601,60,19.87,594,13,4,0,0.2919,personal,0
46,66836,7873,36,17.01,848,1,4,4,0.1178,medical,0
58,63225,21419,24,17.93,388,19,4,4,0.3388,home_improvement,1
62,78632,8721,48,13.89,802,20,5,0,0.1109,business,0
52,65080,12889,48,20.71,513,7,6,0,0.198,personal,1
